gid,depth,is_seed,in_degree,amount_in,out_degree,amount_out,flow_ratio,pagerank,betweenness,seed_coverage,scc_size,cycle_member,same_day_ratio,overlap_days,cluster_id,cross_cluster_degree,in_p,out_p,ain_p,aout_p,bt_p,pr_p,seed_p,bridge_p,degree_p,volume_p,retention_obs,flow_closeness,degree_balance,consolidator_score,distributor_score,transit_score,coordinator_score,terminal_score,peripheral_score,role,role_score,priority_score,evidence
100000000343175100,0,True,8,178712.0,31,4000039.0,22.382598818210305,0.0007132581979384031,0.0010946926090299827,8,1,False,0.04330257779986645,10.0,10,15,0.9936536718041704,0.9769452449567724,0.7601994560290117,0.9769452449567724,0.9398998330550918,0.9141459074733096,0.8362989323843416,0.9806201550387597,0.9948407357559443,0.9896814715118888,0.0,0.04467756439374716,0.25806451612903225,0.7038626327880815,0.875161398427555,0.3651383162539877,0.852145875271571,0.0,0.005711695376246629,distributor,0.875161398427555,0.5097165969502628,"Признаки распределения: 31 получателей, OUT 4.00m KZT, охват 8 seed; fan-out высокий."
100000000456947100,0,True,0,0.0,0,0.0,,0.0002855692942172902,0.0,1,1,False,0.0,0.0,73,0,0.0,0.0,0.0,0.0,0.0,0.00956405693950178,0.1356761565836299,0.0,0.0,0.0,0.0,0.0,0.0,0.127135231316726,0.0989946619217082,0.0,0.028474199288256227,0.0,0.8778914590747331,peripheral,0.8778914590747331,0.005218149466192172,Периферия: 0 входящих и 0 исходящих связей; структурная значимость ниже порогов других ролей.
100000000580561100,0,True,2,27980.0,3,1488077.0,53.183595425303785,0.0008349888856684632,1.1888811083225246e-06,1,3,True,0.012553113850963358,2.0,44,0,0.8538077969174978,0.7118155619596542,0.34587488667271077,0.909221902017291,0.09849749582637729,0.9332740213523132,0.1356761565836299,0.0,0.8995065051592642,0.9533423059668013,0.0,0.018802790446999722,0.6666666666666666,0.4597342734888476,0.5517892765723729,0.20710428439209844,0.3972136536093151,0.0,0.06005338078291813,distributor,0.5517892765723729,0.24483458752225185,"Признаки распределения: 3 получателей, OUT 1.49m KZT, охват 1 seed; fan-out высокий."
100000001415126100,0,True,1,27000.0,0,0.0,0.0,0.0004096189054308039,0.0,8,1,False,0.0,0.0,21,0,0.39913871260199457,0.0,0.3417951042611061,0.0,0.0,0.7139679715302492,0.8362989323843416,0.0,0.31157469717362046,0.27927321668909827,1.0,0.0,0.0,0.6084383902846653,0.1651507535256483,0.0,0.31083576009541014,0.0,0.24733096085409256,peripheral,0.24733096085409256,0.20281938214557702,Периферия: 1 входящих и 0 исходящих связей; структурная значимость ниже порогов других ролей.
100000001429930100,0,True,1,26000.0,0,0.0,0.0,0.000350797891474077,0.0,8,1,False,0.0,0.0,14,0,0.39913871260199457,0.0,0.32660924750679965,0.0,0.0,0.6276690391459074,0.8362989323843416,0.0,0.31157469717362046,0.2651413189771198,1.0,0.0,0.0,0.6057049360688901,0.1651507535256483,0.0,0.2987539095616023,0.0,0.24733096085409256,peripheral,0.24733096085409256,0.19761487974356154,Периферия: 1 входящих и 0 исходящих связей; структурная значимость ниже порогов других ролей.
100000001616816100,0,True,5,176195.0,3,181326.0,1.0291211441868384,0.0024346571906844494,0.00010470096527690845,11,3,True,0.49069079999558807,4.0,7,2,0.9809610154125114,0.7118155619596542,0.7579329102447869,0.6181556195965417,0.7479131886477463,0.9942170818505338,0.9911032028469751,0.6111111111111112,0.949304620906236,0.8057424854194706,0.0,0.9717028997496222,0.6,0.7558514143824958,0.6810934322240545,0.7282771670885355,0.8657152742066877,0.0,0.005204626334519569,consolidator,0.7558514143824958,0.47257854112637515,"Признаки консолидации: 5 плательщиков, IN 176k KZT, охват 11 seed; набл. OUT/IN 1.03."
100000001732159100,0,True,2,2378100.0,4,1505966.0,0.633264370716118,0.001095056787299681,2.027094433598164e-05,10,3,True,0.3154434212186199,5.0,11,0,0.8538077969174978,0.7881844380403458,0.9945602901178604,0.9135446685878963,0.4307178631051753,0.9572953736654805,0.959297153024911,0.0,0.9214894571556752,0.9878869448183042,0.36673562928388204,0.633264370716118,0.5,0.7775932333032275,0.7429568964588471,0.5164114374931807,0.6813333803757036,0.0,0.03663256227758007,consolidator,0.7775932333032275,0.4097962969627722,"Признаки консолидации: 2 плательщиков, IN 2.38m KZT, охват 10 seed; набл. OUT/IN 0.63."
100000002527114100,0,True,3,129000.0,111,3289249.0,25.49805426356589,0.0008111056953132608,0.00019339132695379732,1,7,True,0.039218678792636255,4.0,2,0,0.9347234814143246,0.9985590778097982,0.6990027198549411,0.968299711815562,0.8347245409015025,0.9306049822064056,0.1356761565836299,0.0,0.9995513683266039,0.9860924181247196,0.0,0.03921867879263626,0.02702702702702703,0.5269892056753653,0.7773808464723622,0.3040735962818268,0.6611634642978582,0.0,0.001296829971181579,distributor,0.7773808464723622,0.3580361688362512,"Признаки распределения: 111 получателей, OUT 3.29m KZT, охват 1 seed; fan-out высокий."
100000002916006100,0,True,0,0.0,1,32000.0,,0.0002855692942172902,0.0,1,1,False,0.0,0.0,21,0,0.0,0.23054755043227665,0.0,0.2831412103746398,0.0,0.00956405693950178,0.1356761565836299,0.0,0.31157469717362046,0.3221175414984298,0.0,0.0,0.0,0.10408047627349831,0.26167477719548343,0.0,0.0720946568925631,0.0,0.7925072046109509,peripheral,0.7925072046109509,0.09928619278969598,Периферия: 0 входящих и 1 исходящих связей; структурная значимость ниже порогов других ролей.
100000003016635100,0,True,8,586981.0,73,9414081.0,16.038135817002594,0.001189636334387764,0.007215469082446287,7,85,True,0.062351386184163915,15.0,6,16,0.9936536718041704,0.9942363112391931,0.9442429737080689,0.9971181556195965,0.998330550918197,0.9626334519572953,0.540702846975089,0.9844961240310077,0.9977568416330193,0.9986541049798116,0.0,0.06235138618416391,0.1095890410958904,0.6761421422602192,0.8527781052363107,0.367916765093013,0.9004772102129497,0.0,0.0015025041736226985,coordinator,0.9004772102129497,0.4824995840356676,"Кандидат в координаторы: 8→73 связей, охват 7 seed, betweenness 0.0072; межкластерных связей 16."
